"","address","lat","long","postal","x","y"
"1","NS1",1.33315281585758,103.742286332403,609690,17869.0570516568,35038.9688695427
"2","NS2",1.34903331201636,103.749566478309,659958,18679.3223191258,36794.9260214306
"3","NS3",1.34458794516981,103.682758049858,639798,11244.2432221668,36303.7363341618
"4","NS4",1.38536316540225,103.744370779756,689810,18101.2472041463,40812.1216052417
"5","NS5",1.39753506936297,103.747405150236,689715,18438.9831173802,42158.0181021616
"6","NS7",1.42508698073648,103.762137459497,738702,20078.5865077013,45204.5168451127
"7","NS8",1.43252114855026,103.774074641403,739044,21407.0413211482,46026.5125302058
"8","NS9",1.43681962961519,103.786066799253,738343,22741.5981903812,46501.7861009166
"9","NS10",1.44058856161847,103.800990519771,738344,24402.3866267931,46918.506801948
"10","NS11",1.44905082158502,103.820046140211,759775,26522.9882623879,47854.1998395547
"11","NS12",1.44307664075699,103.829702590959,756972,27597.5969376964,47193.6008830499
"12","NS13",1.42944308477331,103.835005047246,769093,28187.6788169928,45686.0705381557
"13","NS14",1.41738337009565,103.832979908243,769092,27962.3108561579,44352.5679935999
"14","NS15",1.38175587099132,103.84494727118,569813,29294.1262330338,40413.0626359228
"15","NS16",1.36993284962262,103.84955809232,569812,29807.2611468043,39105.7359950263
"16","NS17",1.35083898784737,103.848143964542,579827,29649.8988074977,36994.4330169763
"17","NS18",1.3404690010277,103.846799083148,319756,29500.2349482412,35847.7719815206
"18","NS19",1.33262928096888,103.847502198048,319398,29578.4890669128,34980.8962922301
"19","NS20",1.32044079120154,103.843825618748,307642,29169.3297925005,33633.1535391063
"20","NS21",1.3123189224097,103.837984594021,228234,28519.2830723543,32735.0770371091
"21","NS22",1.30398013681715,103.832245244375,238878,27880.5476490632,31813.0165782962
"22","NS23",1.30026416739006,103.839085753124,238162,28641.8346576076,31402.1245223526
"23","NS24",1.29870132536119,103.846113677951,238826,29423.9804536467,31229.3163704202
"24","NS25",1.29293672227779,103.852585580366,179100,30144.2503791479,30591.9008128252
"25","NS26",1.28412561043658,103.851461712342,48618,30019.180527918,29617.6125848945
"26","NS27",1.276410298755,103.854595522263,18925,30367.9547207942,28764.4959340338
"27","NS28",1.27102703612006,103.862447515736,18948,31241.8260070179,28169.2510934137
"28","EW1",1.29856088351449,103.770758741678,117577,21037.6459141811,31213.869619485
"29","EW2",1.35330167637376,103.945144586749,529538,40444.9732025806,37267.0262664594
"30","EW3",1.34319707851829,103.953377214378,529888,41361.2281713123,36149.7527796105
"31","EW4",1.32718729074675,103.946348600798,467356,40579.0997793637,34379.4316836372
"32","EW5",1.32397996868158,103.929984495066,467347,38757.952049505,34024.7047772072
"33","EW6",1.3210381335934,103.912947930851,416551,36861.9614935443,33699.3440501876
"34","EW7",1.31978354916088,103.903225807255,409423,35779.9883453855,33560.5858968049
"35","EW8",1.31811149224527,103.893060771576,409006,34648.7236344032,33375.6688563768
"36","EW9",1.3164326118157,103.882906044385,388310,33518.6048692847,33190.002017457
"37","EW10",1.31148890998818,103.871386541754,387405,32236.6038438473,32643.3302382641
"38","EW11",1.30737781747063,103.862767633888,208699,31277.4062337531,32188.7337866109
"39","EW12",1.30046508509717,103.855706730933,188022,30491.6000699066,31424.3512713723
"40","EW13",1.29293672227779,103.852585580366,179100,30144.2503791479,30591.9008128252
"41","EW14",1.28412561043658,103.851461712342,48618,30019.180527918,29617.6125848945
"42","EW15",1.27656131737246,103.845725186759,69119,29380.7567437869,28781.1883335691
"43","EW16",1.28140504772213,103.839130979249,169037,28646.8726726929,29316.780396251
"44","EW17",1.28610253615775,103.827445112419,168731,27346.3322650846,29836.2044219468
"45","EW18",1.28963453412887,103.81674097205,158792,26155.053497511,30226.759782847
"46","EW19",1.29455085184931,103.806077155982,149729,24968.2673462247,30770.3911128063
"47","EW20",1.30250199924325,103.798228523336,149735,24094.7951433668,31649.5989169721
"48","EW21",1.3072237082044,103.790253514502,139345,23207.2578019593,32171.7150982097
"49","EW22",1.31140529320963,103.778637841909,138677,21914.5509301452,32634.1186314393
"50","EW23",1.31511625277378,103.765191452888,129580,20418.1055078562,33044.4944669213
"51","EW24",1.33315281585758,103.742286332403,609690,17869.0570516568,35038.9688695427
"52","EW25",1.34235282081401,103.732596738363,609959,16790.7466322081,36056.3018932827
"53","EW26",1.34425911493819,103.720949087456,649845,15494.4969534362,36267.1470333859
"54","EW27",1.33860405469845,103.706064622772,649846,13837.9827195406,35641.9191215802
"55","EW28",1.33758701106708,103.697321608474,648310,12864.9698331021,35529.5115483906
"56","EW29",1.3277170408447,103.678374996165,629116,10756.3379743481,34438.2617777772
"57","EW30",1.31947090075208,103.660530461345,637288,8770.35150132887,33526.5733700171
"58","EW31",1.32102695598684,103.649078235627,639608,7495.83786702435,33698.7263109088
"59","EW32",1.32998504653102,103.639616648771,639609,6442.92861192208,34689.3517738562
"60","EW33",1.34088242451105,103.636991425128,638418,6150.86278806347,35894.3582222275
"61","CG1",1.33454977824817,103.961548211018,486065,42270.6232344816,35193.6223453786
"62","CG2",1.35747897447692,103.98788356959,819661,45201.320394692,37729.1933764666
"63","NE1",1.26538938374901,103.821530157095,98867,26688.0367021402,27545.8534260485
"64","NE3",1.27972059383553,103.839439862425,59816,28681.2492930563,29130.5222722683
"65","NE4",1.28435959278583,103.843426681863,59443,29124.9480295833,29643.4802091382
"66","NE5",1.28838602407588,103.846555209694,59815,29473.1249443376,30088.7037861496
"67","NE6",1.29970458121203,103.845488542541,238889,29354.4079191377,31340.2508916464
"68","NE7",1.30680019696174,103.849647059738,229900,29817.2085683132,32124.850180177
"69","NE8",1.31190557325774,103.853477716509,218703,30243.5206485614,32689.3795552086
"70","NE9",1.31933570922514,103.861569454156,328260,31144.045013207,33510.9746132698
"71","NE10",1.33137949021368,103.869055656782,347694,31977.1667550961,34842.7250955887
"72","NE11",1.33919004519388,103.87081830915,347695,32173.3185749156,35706.3793633711
"73","NE12",1.34970788089564,103.873574849884,534801,32480.0729367165,36869.3930099793
"74","NE13",1.36017917065237,103.885064856353,534799,33758.7578018578,38027.2794417515
"75","NE14",1.37129226620797,103.892380513029,538758,34572.8752453458,39256.1282835789
"76","NE15",1.38287001971672,103.893122569706,545061,34655.4250568021,40536.3401684985
"77","NE16",1.39169462601522,103.895484694279,545062,34918.2740132138,41512.1276907362
"78","NE17",1.40454653668991,103.902072622229,828868,35651.382800173,42933.2482692804
"79","CC1",1.29891164362677,103.84629250696,238893,29443.8824096406,31252.5723822247
"80","CC2",1.29686168649656,103.850667371637,189561,29930.7673842637,31025.9015965667
"81","CC3",1.2936577245386,103.855081226245,189562,30421.9934839159,30671.6277715843
"82","CC4",1.29399798636232,103.860350000188,39193,31008.3618750935,30709.2578067128
"83","CC5",1.29976684675139,103.86363696572,38970,31374.1649264134,31347.1528697051
"84","CC6",1.3028124684707,103.875337711089,397692,32676.3477050858,31683.9407594204
"85","CC7",1.30620190525331,103.882528081052,398006,33476.563426869,32058.7418466732
"86","CC8",1.30854798388121,103.889064718377,397973,34204.0252977135,32318.1744557619
"87","CC9",1.3172473854035,103.892260753884,409049,34559.6916920897,33280.1181892157
"88","CC10",1.32607760171665,103.890391305725,409048,34351.6177675035,34256.5138255134
"89","CC11",1.33514150139202,103.888389300191,534803,34128.792347569,35258.74881576
"90","CC12",1.34250117805245,103.880177899184,539788,33214.9339675205,36072.5255325548
"91","CC13",1.35063361526525,103.872771660431,556082,32390.6852547908,36971.7545485683
"92","CC14",1.35161217074555,103.864151938651,554533,31431.4054671209,37079.9443690311
"93","CC15",1.35131580146658,103.84914026532,579842,29760.7755471431,37047.1573323701
"94","CC16",1.348707263451,103.839423132332,573993,28679.3687734958,36758.7136478554
"95","CC17",1.33767450815619,103.839529820338,298113,28691.2450525351,35538.7680123672
"96","CC19",1.32211373558877,103.814984510627,257494,25959.6005048994,33818.1442215387
"97","CC20",1.31743915158967,103.807379214161,268857,25113.2011973979,33301.2602245007
"98","CC21",1.31224029631595,103.796399122407,278995,23891.2152273953,32726.4128267691
"99","CC22",1.30663450405,103.790709404436,139350,23257.9930265341,32106.5630513821
"100","CC23",1.29975987493555,103.78745750525,138647,22896.0728127016,31346.4080956969
"101","CC24",1.29353349887123,103.784572738173,118177,22575.0107144611,30657.9332947638
"102","CC25",1.28257135772488,103.781752725064,117396,22261.1431040755,29445.802035436
"103","CC26",1.27621352233766,103.791350313288,117424,23329.2647148455,28742.7657615561
"104","CC27",1.27225417749656,103.802631578766,109029,24584.7750495933,28304.9440988898
"105","CC28",1.27070647717762,103.809761611219,109028,25378.2908018399,28133.7990515903
"106","CC29",1.26538938374901,103.821530157095,98867,26688.0367021402,27545.8534260485
"107","CE1",1.28187378879209,103.859079764874,18957,30867.0092712184,29368.6250332333
"108","CE2",1.27625146423743,103.855447156279,18926,30462.7349769669,28746.9336326458
"109","DT1",1.37900211641036,103.761535114929,678213,20011.3981217332,40108.6837660205
"110","DT2",1.36981544925552,103.76443921414,679696,20334.5589111606,39092.8585418891
"111","DT3",1.36234486803558,103.767418254007,678211,20666.0675499607,38266.7898455672
"112","DT5",1.34122317558549,103.775794285083,588216,21598.1664763764,35931.2358860858
"113","DT6",1.33566161262214,103.783399113441,599987,22444.4895690959,35316.2479055841
"114","DT7",1.33085764536226,103.796906838288,269784,23947.7493738988,34785.0233010761
"115","DT8",1.32555623519898,103.807760304729,266268,25155.6221095249,34198.8053115103
"116","DT9",1.32248807089544,103.816013994259,259777,26074.1720875856,33859.5354773961
"117","DT10",1.32006555750626,103.826024401924,257877,27188.2299643802,33591.6608552355
"118","DT11",1.31399286264569,103.837714613091,229901,28489.236438402,32920.1726889089
"119","DT12",1.30701826765224,103.848660935092,229902,29707.4618838392,32148.9626245815
"120","DT13",1.30385218527656,103.852769428884,188505,30164.7018503863,31798.8766778279
"121","DT14",1.29931350344582,103.857125959023,188476,30649.548609254,31297.0167393312
"122","DT15",1.29289175383295,103.860891800025,39194,31068.6608139481,30586.9369543009
"123","DT16",1.28187378879209,103.859079764874,18957,30867.0092712184,29368.6250332333
"124","DT17",1.27944638178916,103.852840829581,18969,30172.6688074525,29100.2087655049
"125","DT18",1.28206894769394,103.848648781083,48416,29706.1259155739,29390.1953907572
"126","DT19",1.28422391919085,103.845143798953,58362,29316.0490006926,29628.4789423887
"127","DT20",1.29248194822996,103.844331362465,179038,29225.6276065866,30541.6087720692
"128","DT21",1.29891843369422,103.850353762717,189658,29895.8639496444,31253.3258734122
"129","DT22",1.3051713878069,103.855295713435,208826,30445.8529787809,31944.7496234626
"130","DT23",1.31367252847691,103.862977620945,339356,31300.7676084097,32884.7709222045
"131","DT24",1.32130110228321,103.871622627142,339355,32262.8612591857,33728.3126899004
"132","DT25",1.32687671501334,103.883247509542,379314,33556.5834402461,34344.8585332558
"133","DT26",1.32615024457361,103.889298600376,378956,34230.0104828067,34264.5435281098
"134","DT27",1.32997425973974,103.899226655439,408899,35334.8918333696,34687.4109907392
"135","DT28",1.33496735995428,103.908459338046,415804,36362.3782825153,35239.5522551257
"136","DT29",1.33474211664091,103.91797832995,479481,37421.7438196167,35214.6803870108
"137","DT30",1.33660782955099,103.932234623286,469724,39008.3131622663,35421.0408713054
"138","DT31",1.34551530560119,103.938436971222,529683,39698.5275852969,36406.0143331178
"139","DT32",1.35515041120473,103.943009883131,529544,40207.3952279184,37471.4394600224
"140","DT33",1.35619148271544,103.9546344625,529623,41501.0748521937,37586.6177644413
"141","DT34",1.34173977444995,103.961472788634,485990,42262.187971171,35988.6568845119
"142","DT35",1.33538252614956,103.962374747451,485985,42362.6034600167,35285.7083877847
"143","BP1",1.38475541089131,103.74453769781,689813,18119.8205469949,40744.9184182286
"144","BP2",1.38029828742399,103.745291799824,688265,18203.72427563,40252.0686228592
"145","BP3",1.3786032506373,103.749055668925,688266,18622.5893422375,40064.6246900782
"146","BP4",1.37668467920808,103.753712232337,688267,19140.8000152688,39852.4607739244
"147","BP5",1.37861545104083,103.757995558346,689483,19617.4881601976,40065.9404090624
"148","BP6",1.37792694616982,103.763102931112,678268,20185.8730407264,39989.791610267
"149","BP7",1.37777204259082,103.766645782497,678269,20580.1479736092,39972.6518196631
"150","BP8",1.37613574334988,103.771261175571,678296,21093.7792520449,39791.7041831557
"151","BP9",1.38002223010088,103.772647370452,679939,21248.0565876467,40221.4484106153
"152","BP10",1.38457317668026,103.770887223018,679004,21052.1874405267,40724.6743432153
"153","BP11",1.38778508663361,103.769599685249,679940,20908.9104285147,41079.8350806553
"154","BP12",1.38673926997961,103.76453408646,679941,20345.1711083958,40964.2096878495
"155","BP13",1.38272547134453,103.76234425472,679942,20101.4576015575,40520.3910598382
"156","STC",1.39160936379906,103.895442583336,545062,34913.5878634388,41502.6996980961
"157","SE1",1.39449304450373,103.900492450944,545055,35475.5631351992,41821.5781126507
"158","SE2",1.39146849534132,103.90597359341,545054,36085.5523884585,41487.1566344369
"159","SE3",1.38799431054768,103.905415300171,545053,36023.4333449397,41102.9966866206
"160","SE4",1.38395911688913,103.90222537044,545052,35668.448192073,40656.7945456952
"161","SE5",1.38423355918277,103.897194667804,545046,35108.5940098073,40687.1253354792
"162","SW1",1.39627763344324,103.893797181731,545047,34730.4628995238,42018.8888330311
"163","SW2",1.39717019591821,103.889304824196,545048,34230.5208312804,42117.5715403445
"164","SW3",1.39821283031379,103.881256222255,797697,33334.8164311657,42232.8410119303
"165","SW4",1.39731815581938,103.875635154729,797699,32709.2687078444,42133.9003911279
"166","SW5",1.39188589234766,103.87630862552,797698,32784.2279748796,41533.229409067
"167","SW6",1.39207983659997,103.880029600546,797700,33198.3233218081,41554.6826597638
"168","SW7",1.38934794658941,103.885844150116,545050,33845.4132231614,41252.6175956074
"169","SW8",1.38670058991904,103.89062131608,545049,34377.0569484383,40959.8985281233
"170","PTC",1.27439706822943,103.71529300791,627858,14864.6722429432,28542.1745062955
"171","PE1",1.39928198837342,103.905961941214,828858,36084.2289814064,42351.133770803
"172","PE2",1.3969120498774,103.908950224489,828857,36416.793337211,42089.08824775
"173","PE3",1.39390922863313,103.912580845515,828856,36820.844465619,41757.0644781347
"174","PE4",1.39451978540251,103.916169381157,828852,37220.1990320655,41824.5905639976
"175","PE5",1.39950910636258,103.916574974234,828853,37265.3166702027,42376.2865863442
"176","PE6",1.40228667971123,103.912727352412,828854,36837.1174417054,42683.4020451903
"177","PE7",1.40523483636957,103.908603542566,828855,36378.1826799456,43009.3794218432
"178","PW1",1.40961268528804,103.904831550608,828851,35958.3967099339,43493.4470222741
"179","PW3",1.41684852031206,103.906650789313,828644,36160.8274716362,44293.556079682
"180","PW4",1.41590172160383,103.902156317163,828645,35660.6597858425,44188.8484394047
"181","PW5",1.41185447744238,103.900339452055,828862,35458.481398589,43741.3183814995
"182","PW6",1.40845241943079,103.898558450395,828863,35260.291393281,43365.130112553
"183","PW7",1.40532331860455,103.897290522033,828864,35119.198004419,43019.1258336715
"184","TE1",1.44829245259621,103.785692682441,737668,22699.9912448721,47770.3945726696
"185","TE2",1.43605761708128,103.787938777173,737736,22949.9191319831,46417.5223346148
"186","TE3",1.42739605281442,103.79326432221,737741,23542.5545697259,45459.758821588
"187","TE4",1.39758106126824,103.817856949947,787140,26279.3279363979,42162.9344399534
"188","TE5",1.38550657972169,103.835743809669,789361,28269.897072956,40827.7939434573
"189","TE6",1.37146318831015,103.836567766945,569900,28361.5950495424,39274.947190579
"190","TE7",1.36328318545185,103.832893619992,575737,27952.7070973367,38370.443887597
"191","TE8",1.35441643365401,103.832898468504,577937,27953.2465030747,37390.003691975
"192","TE9",1.33724561271722,103.840161782075,297608,28761.5758000361,35491.3431366347
"193","TE11",1.31933437435349,103.825566965234,257879,27137.3215161348,33510.8105305303
"194","TE12",1.30678223364785,103.818956796815,258511,26401.666707457,32122.8625724912
"195","TE13",1.30242224836722,103.823868523249,248654,26948.2945375377,31640.7552477568
"196","TE14",1.30304426265194,103.831375000068,237974,27783.6973352153,31709.5324909948
"197","TE15",1.29394816169384,103.833720837731,238384,28044.7678659763,30703.7324468214
"198","TE16",1.28850523975311,103.833585838226,168604,28029.7436560951,30101.8822241165
"199","TE17",1.28132964411173,103.839137557749,169080,28647.6048249509,29308.4426563848
"200","TE18",1.28053329842878,103.843883670633,58841,29175.8088360233,29220.3885515537
"201","TE19",1.2777168283425,103.850367596067,18928,29897.4191489154,28908.9617211055
"202","TE20",1.27474173226842,103.855309167928,18929,30447.3793931995,28579.995138919
"203","TE22",1.27848725876303,103.867454664421,19396,31799.0721787345,28994.1708776113
